orl_id,entity_key,prospect,market,eligible,hold_reason,category,service_fit,public_portfolio,decision_maker,linkedin,instagram,official_website,official_email,official_fallback,market_message,message_template,research_state,assignment_state,contacted_proof,send_evidence,reply_state,accessed_at,source_urls
ORL-DXB-051,boonstay.com,Boonstay Vacation Homes,"Dubai, UAE",YES,,Dubai short-term-rental and holiday-home management operator,Public Dubai direct-booking inventory and owner-management route make a complementary one-listing review plausible; internal pricing capability remains unknown and is not inferred absent.,https://boonstay.com/properties,Unknown / unverified,,,https://boonstay.com/,,https://boonstay.com/join-us — official owner enquiry route; no contact made,Official catalogue visibly covers multiple Dubai communities and states short-term-rental management.,"Hi Boonstay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site shows direct-booking holiday-home inventory across Dubai communities including JVT and Downtown. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://boonstay.com/ | https://boonstay.com/properties | https://boonstay.com/join-us
ORL-DXB-052,famliving.com,fäm Living,"Dubai, UAE",YES,,Dubai holiday-home provider / short-term vacation rentals,Established Dubai holiday-home operator with public furnished short-stay inventory; a free one-listing or complementary revenue review is plausible without presuming missing capability.,https://famliving.com/,Unknown / unverified,,,https://famliving.com/,reservations@famliving.com,https://famliving.com/contact; reservations@famliving.com; +971 800 326 600,"Verified public positioning: fäm Living offers a wide variety of holiday homes in Dubai, including furnished apartments in hand-picked destinations.","Hi fäm Living team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents a broad Dubai holiday-home offering across furnished apartment formats. If useful, we’d be glad to provide a free one-listing review as a complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://famliving.com/ | https://famliving.com/contact | https://famliving.com/page/about-us
ORL-DXB-053,hiveservices.ae,Hive Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental management operator,Publicly verified Dubai STR operator with an exact current hosted listing; a free one-listing or complementary review is plausible without presuming a capability gap.,https://airbnb.co.in/rooms/1434888430151632802,Unknown / unverified,https://www.linkedin.com/company/hive-holiday-homes,,https://hiveservices.ae/,hello@hiveservices.ae,https://hiveservices.ae/; hello@hiveservices.ae; +971 4 836 9597,"Verified public positioning: Hive combines onsite management, premium guest services and optimized revenue channels; exact public example is a four-bedroom Arabian Ranches villa.","Hi Hive team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We found your Arabian Ranches four-bedroom Dubai listing hosted under Hive Holiday Homes. If useful, we’d be glad to provide a free one-listing review as a complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://hiveservices.ae/ | https://www.linkedin.com/company/hive-holiday-homes | https://airbnb.co.in/rooms/1434888430151632802
ORL-DXB-054,livbnb.com,Livbnb,"Dubai, UAE",YES,,Dubai short-term-rental management operator,Public Dubai operator with exact branded accommodation inventory and management services; complementary review fit is plausible without claiming a capability gap.,https://homes-and-villas.marriott.com/en/properties/40495069-dubai-livbnb-serene-b-with-private-patio-and-ain-dubai,Unknown / unverified,,,https://www.livbnb.com/,,https://www.livbnb.com/; public business route listed at https://dubaireview.ae/listing/livbnb,Livbnb publicly manages branded Dubai homes including Bluewaters and Downtown listings.,"Hi Livbnb team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public Dubai portfolio includes branded homes in communities such as Bluewaters and Downtown. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.livbnb.com/ | https://homes-and-villas.marriott.com/en/properties/40495069-dubai-livbnb-serene-b-with-private-patio-and-ain-dubai | https://homes-and-villas.marriott.com/en/properties/40540312-dubai-livbnb-spectacular-burj-fountain-views-by-livbnb | https://dubaireview.ae/listing/livbnb
ORL-DXB-055,livein-me.com,LiveIn Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home operator,Official Dubai holiday-home catalogue and owner route make a complementary one-listing review plausible.,https://livein-me.com/properties,Unknown / unverified,https://www.linkedin.com/company/livein-holiday-homes/,https://www.instagram.com/liveinholidayhomes/,https://livein-me.com/,reservations@livein-me.com,https://livein-me.com/contact-us; reservations@livein-me.com; +971 4 379 8095,LiveIn's official site publishes a Dubai holiday-home catalogue and JBR office/contact route.,"Hi LiveIn team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents Dubai holiday homes across multiple property types. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://livein-me.com/ | https://livein-me.com/properties | https://livein-me.com/contact-us | https://livein-me.com/about-us | https://www.linkedin.com/company/livein-holiday-homes/ | https://www.instagram.com/liveinholidayhomes/
ORL-DXB-056,luxholidayhome.com,LUX Holiday Home,"Dubai, UAE",YES,,Dubai boutique holiday-home operator,Established Dubai holiday-home operator with direct booking inventory; a complementary or overflow one-listing review is plausible without presuming missing capability.,https://www.luxholidayhome.com/book-a-property/,Unknown / unverified,https://www.linkedin.com/company/luxholidayhome/,,https://www.luxholidayhome.com/,info@luxholidayhome.com,https://www.luxholidayhome.com/contact-us/; info@luxholidayhome.com; +971 4 575 5982,Official site presents Dubai villa and apartment holiday-home inventory and an established local operation.,"Hi LUX team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your Dubai holiday-home portfolio is publicly presented across villas and apartments. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.luxholidayhome.com/about-us/ | https://www.luxholidayhome.com/book-a-property/ | https://www.luxholidayhome.com/contact-us/ | https://www.linkedin.com/company/luxholidayhome/ | https://www.luxholidayhome.com/
ORL-DXB-057,maisondevacancesdubai.com,Maison De Vacances,"Dubai, UAE",YES,,Dubai vacation-rental operator,Official Dubai short-term-rental operator with booking route and published direct contact; plausible boutique review fit.,https://maisondevacancesdubai.com/book-now/,Unknown / unverified,,https://www.instagram.com/maisondevacancesdubai/,https://maisondevacancesdubai.com/,admin@maisondevacancesdubai.com,https://maisondevacancesdubai.com/; admin@maisondevacancesdubai.com; +971 56 111 8410,Maison De Vacances publicly positions selective vacation-rental properties with in-house services in Dubai.,"Hi Maison De Vacances team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents short-term rental homes in Dubai with in-house service. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://maisondevacancesdubai.com/ | https://maisondevacancesdubai.com/book-now/ | https://www.instagram.com/maisondevacancesdubai/
ORL-DXB-058,masakenhomes.com,Masaken Homes,"Dubai, UAE",YES,,Dubai holiday-home operator,Official Dubai holiday-home operation with end-to-end guest and owner service; plausible complementary ORL review fit without presuming deficient capability.,https://www.masakenhomes.com/,Unknown / unverified,,,https://www.masakenhomes.com/,homes@masaken.me,https://www.masakenhomes.com/contact; homes@masaken.me; +971 56 891 1350,Masaken publicly positions itself as an on-the-ground Dubai holiday-home operation backed by Binghatti.,"Hi Masaken Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents Dubai holiday-home stays and local end-to-end operations. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.masakenhomes.com/about | https://www.masakenhomes.com/ | https://www.masakenhomes.com/contact
ORL-DXB-059,nexusliving.ae,Nexus Living,"Dubai, UAE",YES,,Dubai holiday-home operator,Small-to-mid-size branded Dubai holiday-home operator with exact current listing proof; complementary review fit is plausible.,https://www.airbnb.com/rooms/1172601252342063695,Unknown / unverified,,https://www.instagram.com/nexus.living/,https://www.nexusliving.ae/,holidays@nexusliving.ae,https://www.nexusproperties.ae/nl/contact; holidays@nexusliving.ae,Nexus Living's exact Downtown listing is publicly identified as a Superhost listing.,"Hi Nexus Living team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your Downtown Dubai 2BR listing is publicly identified under Nexus Living as a Superhost. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.nexusliving.ae/ | https://nexusproperties.ae/holiday-homes-nexus/ | https://www.airbnb.com/rooms/1172601252342063695 | https://www.nexusproperties.ae/nl/contact | https://www.instagram.com/nexus.living/
ORL-DXB-060,oneperfectstay.com,One Perfect Stay,"Dubai, UAE",YES,,Dubai short-term-rental and holiday-home operator,Established Dubai short-term-rental operator with direct business contact and public holiday-home portfolio; complementary or overflow review fit is plausible.,https://oneperfectstay.com/,Unknown / unverified,https://linkedin.com/company/oneperfectstay-holiday-homes,,https://oneperfectstay.com/,homes@oneperfectstay.com,https://oneperfectstay.com/contact; homes@oneperfectstay.com; +971 4 3200313,Official site states One Perfect Stay manages over 150 holiday homes across Dubai and the UAE; figure is self-reported.,"Hi One Perfect Stay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site describes a Dubai portfolio of holiday homes and short-term-rental operations. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://oneperfectstay.com/ | https://oneperfectstay.com/contact | https://oneperfectstay.com/short-term-holiday-homes-in-dubai | https://linkedin.com/company/oneperfectstay-holiday-homes
ORL-DXB-061,onsstay.com,OnsStay,"Dubai, UAE",YES,,Dubai vacation-rental operator,Public Dubai direct-booking inventory and business contact support a cautious complementary review fit; operator/marketplace scope remains to verify.,https://onsstay.com/properties/kensington-2br-in-executive-tower/,Unknown / unverified,,,https://onsstay.com/,support@onsstay.com,https://onsstay.com/; support@onsstay.com; +971 52 255 5504,OnsStay's official catalogue includes a current Dubai Superhost property page and publishes direct support contact.,"Hi OnsStay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your direct-booking catalogue presents Dubai homes and current property pages. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://onsstay.com/ | https://onsstay.com/properties/kensington-2br-in-executive-tower/
ORL-DXB-062,propr.ae,Propr Luxury Homes,"Dubai, UAE",YES,,Dubai short-term-rental operator,Plausible complementary or overflow free one-listing revenue review fit; capability is not presumed absent.,https://propr.ae/stay-with-us,Unknown / unverified,,,https://propr.ae/,,https://propr.ae/,Official and exact host pages verify Dubai STR inventory and management activity.,"Hi Propr team — we're Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://propr.ae/stay-with-us | https://airbnb.com/rooms/1077434786174768422 | https://airbnb.com/rooms/1527501932998071626 | https://propr.ae/
ORL-DXB-063,purpleholidayhomes.ae,Purple Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review fit; capability is not presumed absent.,https://purpleholidayhomes.ae/areas/,Unknown / unverified,,,https://purpleholidayhomes.ae/,info@purpleholidayhomes.ae,https://purpleholidayhomes.ae/contact-us/,Public site verifies Dubai holiday-home management and named Dubai areas.,"Hi Purple Holiday Homes team — we're Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://purpleholidayhomes.ae/ | https://purpleholidayhomes.ae/contact-us/ | https://purpleholidayhomes.ae/areas/
ORL-DXB-064,sandwaterhomes.com,Sandwater Homes,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review fit; capability is not presumed absent.,https://sandwaterhomes.com/property-management/,Unknown / unverified,,,https://sandwaterhomes.com/,,https://sandwaterhomes.com/property-management/,Official page verifies fully-serviced Dubai holiday-home inventory and operating services.,"Hi Sandwater Homes team — we're Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://sandwaterhomes.com/ | https://sandwaterhomes.com/property-management/
ORL-DXB-065,silkhaus.com,Silkhaus,"Dubai, UAE",YES,,Dubai serviced-apartment / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review fit; capability is not presumed absent.,https://silkhaus.com/,Unknown / unverified,https://linkedin.com/company/wearesilkhaus,,https://silkhaus.com/,reservations@silkhaus.co,https://silkhaus.com/,Official site verifies direct-booking furnished inventory across multiple Dubai neighbourhoods.,"Hi Silkhaus team — we're Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://silkhaus.com/ | https://silkhaus.com/privacy-policy | https://citysearch.ae/silkhaus-dubai | https://linkedin.com/company/wearesilkhaus
ORL-DXB-066,staylocalholidayhomes.com,Stay Local Holiday Homes LLC,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review fit; capability is not presumed absent.,https://www.staylocalholidayhomes.com/about-us,Unknown / unverified,,,https://www.staylocalholidayhomes.com/,welcome@staylocalholidayhomes.com,https://www.staylocalholidayhomes.com/about-us,"Official page verifies licensed Dubai holiday rentals, direct inventory and exact email.","Hi Stay Local Holiday Homes team — we're Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.staylocalholidayhomes.com/about-us | https://www.staylocalholidayhomes.com/
ORL-DXB-067,voguevacationhomes.com,Vogue Vacation Homes,"Dubai, UAE",YES,,Dubai vacation-rental operator,"Public Dubai vacation-rental management, direct booking and exact OTA inventory support a plausible complementary review fit.",https://booking.voguevacationhomes.com/listings/233879,Unknown / unverified,https://www.linkedin.com/company/voguevacationhomes,https://www.instagram.com/voguevacationhomesdubai/,https://voguevacationhomes.com/,info@voguevacationhomes.com,https://voguevacationhomes.com/contact-us/; info@voguevacationhomes.com; +971 52 427 7388,Official booking inventory includes a Downtown 2BHK Forte Opera District listing; exact URL is retained.,"Hi Vogue Vacation Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Dubai vacation-rental operation and Downtown Forte listing. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://voguevacationhomes.com/ | https://voguevacationhomes.com/about-us | https://booking.voguevacationhomes.com/listings/233879 | https://voguevacationhomes.com/contact-us/ | https://www.linkedin.com/company/voguevacationhomes | https://www.instagram.com/voguevacationhomesdubai/
ORL-DXB-068,wehostdubai.com,WeHost Vacation Homes Rental L.L.C,"Dubai, UAE",YES,,Dubai holiday-home operator,Public Dubai holiday-home management and curated accommodation evidence supports a plausible complementary free one-listing revenue review; internal capability remains unknown.,https://wehostdubai.com/,Unknown / unverified,https://www.linkedin.com/company/wehost-vacation-homes-rental/,https://www.instagram.com/wehostdubai,https://wehostdubai.com/,info@wehostdubai.com,https://wehostdubai.com/contact-us; info@wehostdubai.com; +971 52 107 3481,Official site shows Dubai holiday homes and landlord management; public company post shows a JLT listing.,"Hi WeHost team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Dubai holiday-home operation and JLT accommodation portfolio. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://wehostdubai.com/ | https://wehostdubai.com/contact-us | https://www.linkedin.com/company/wehost-vacation-homes-rental/ | https://www.instagram.com/wehostdubai
ORL-DXB-069,wel-home.com,Welhome,"Dubai, UAE",YES,,Dubai holiday-home operator,Official Dubai short-term-rental management and visible named inventory support a plausible complementary free one-listing review.,https://wel-home.com/,Unknown / unverified,,,https://wel-home.com/,hello@wel-home.com,https://wel-home.com/contact-us/; hello@wel-home.com; +971 4 883 8002,"Welhome's current site shows Dubai listings in The Greens, JBR, Downtown and Opera Grand.","Hi Welhome team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Dubai short-term-rental portfolio across areas including JBR and Downtown. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://wel-home.com/ | https://wel-home.com/vacation-rentals-dubai | https://wel-home.com/contact-us/
ORL-DXB-070,whiteandcogroup.com,White & Co Real Estate LLC,"Dubai, UAE",YES,,Dubai holiday-home operator,Established public Dubai holiday-home operation with exact direct-booking inventory; complementary or overflow review fit is plausible without presuming a capability gap.,https://booking.whiteandcoholidayhomes.com/,Unknown / unverified,,,https://whiteandcogroup.com/,holidayhomes@whiteandcogroup.com,https://booking.whiteandcoholidayhomes.com/; holidayhomes@whiteandcogroup.com; +971 58 588 1059,The direct-booking catalogue currently displays 33 properties across Dubai communities.,"Hi White & Co team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Dubai holiday-home catalogue, including Marina and Downtown stays. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://whiteandcogroup.com/services/holiday-homes/ | https://booking.whiteandcoholidayhomes.com/ | https://whiteandcogroup.com/contact/general-enquiry/ | https://whiteandcogroup.com/
ORL-DXB-071,azcoholidayhomes.com,AZCO Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and vacation-rental operator,Established Dubai holiday-home operator with visible inventory and owner-listing route; a complementary free one-listing review is plausible without presuming missing capability.,https://www.azcoholidayhomes.com/,Unknown / unverified,,,https://www.azcoholidayhomes.com/,bookings@azcoholidayhomes.com,https://www.azcoholidayhomes.com/contact-us; bookings@azcoholidayhomes.com; +971 52 568 9187,Public catalogue includes furnished Dubai holiday homes in Jumeirah Beach Residence and Business Bay.,"Hi AZCO team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Dubai holiday-home catalogue, including Jumeirah Beach Residence and Business Bay. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.azcoholidayhomes.com/ | https://www.azcoholidayhomes.com/contact-us
ORL-DXB-072,bespokeresidences.com,Bespoke Residences & Holiday Homes,"Dubai, UAE",YES,,Dubai vacation-rental and holiday-home operator,Professional Dubai holiday-rental manager with visible direct catalogue and owner listing route; complementary one-listing review is plausible.,https://bespokeresidences.com/en/properties,Unknown / unverified,,,https://bespokeresidences.com/,,https://bespokeresidences.com/en (official Add your listing/contact route),Official catalogue currently shows 27 available units and exact Palm Jumeirah serviced-apartment inventory.,"Hi Bespoke team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your current Dubai holiday-home catalogue and Palm Jumeirah serviced-apartment listing. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://bespokeresidences.com/en | https://bespokeresidences.com/en/properties | https://airbnb.de/rooms/28678577 | https://bespokeresidences.com/
ORL-DXB-073,ccasolutions.ae,CCA Property Management Solutions,"Dubai, UAE",YES,,Dubai short-term-rental and vacation-home operator,Public Dubai short-term-rental operator with exact current hosted inventory and direct business contact; complementary review fit is plausible.,https://airbnb.com/rooms/1471236130713987975,Unknown / unverified,,,https://ccasolutions.ae/,hello@ccasolutions.ae,https://ccasolutions.ae/contact-us; hello@ccasolutions.ae; +971 52 120 00 72,CCA-branded current listings cover Jumeirah Village Circle and Emaar Beachfront.,"Hi CCA team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We found your current Dubai listings in Jumeirah Village Circle and Emaar Beachfront. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://ccasolutions.ae/contact-us | https://airbnb.com/rooms/1471236130713987975 | https://airbnb.com/rooms/1464745969574209971 | https://ccasolutions.ae/
ORL-DXB-074,citihome.ae,CitiHome,"Dubai, UAE",YES,,Dubai holiday-home and vacation-rental operator,Current direct-booking holiday-home catalogue and exact Dubai listing support a plausible free one-listing review fit.,https://www.citihome.ae/listings/281390,Unknown / unverified,,,https://www.citihome.ae/,info@citihome.ae,https://www.citihome.ae/contact-us; info@citihome.ae; +971 50 300 4014,Official catalogue includes a current 2BR Address Residences Dubai Opera listing.,"Hi CitiHome team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Address Residences Dubai Opera holiday-home listing. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.citihome.ae/ | https://www.citihome.ae/all-listings | https://www.citihome.ae/contact-us | https://www.citihome.ae/listings/281390
ORL-DXB-075,dandbdubai.com,D&B Properties — Homes & Beyond,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Official Dubai holiday-home division with short-term apartment positioning and owner service route; complementary review fit is plausible.,https://dandbdubai.com/holiday-homes,Unknown / unverified,,,https://dandbdubai.com/,,https://dandbdubai.com/holiday-homes (official Speak to Team enquiry route),Homes & Beyond is presented as a D&B Properties division for curated Dubai holiday homes and short-term apartment rentals.,"Hi Homes & Beyond team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We saw your Dubai holiday-home and short-term apartment offering. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://dandbdubai.com/holiday-homes | https://dandbdubai.com/
ORL-DXB-076,higuests.com,HiGuests,"Dubai, UAE",YES,,Dubai short-term-rental and vacation-home management operator,Public Dubai short-term-rental management and visible area-specific accommodation inventory support a complementary free one-listing review without presuming a capability gap.,https://higuests.com/,Unknown / unverified,,,https://higuests.com/,,Official contact page https://higuests.com/contact; published UAE phone +971 58 511 1858; official site https://higuests.com/.,"Official site presents Dubai Marina, Downtown and Palm Jumeirah short-term-rental inventory and 20+ booking-channel management.","Hi HiGuests team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents Dubai short-term-rental inventory across areas including Dubai Marina, Downtown and Palm Jumeirah. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://higuests.com/ | https://higuests.com/about | https://higuests.com/contact | https://higuests.com/terms-and-conditions
ORL-DXB-077,jumeirahrentals.com,Jumeirah Rentals,"Dubai, UAE",YES,,Dubai short-stay furnished rental operator,Focused short-stay Dubai operator with visible furnished apartments/villas; complementary one-listing review plausible.,https://www.jumeirahrentals.com/,Unknown / unverified,,,https://www.jumeirahrentals.com/,,https://www.jumeirahrentals.com/ official booking/contact route,"Official positioning covers Jumeirah, Palm Jumeirah and JBR short-stay inventory.","Hi Jumeirah Rentals team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents furnished short-stay homes across Jumeirah, Palm Jumeirah and JBR. If useful, we’d be glad to offer a free one-listing review as a complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.jumeirahrentals.com/
